#分數/金額,demo_school,demo_role,demo_tenure_prior,demo_tenure_kist,demo_join_reason,var_9,var_7,demo_join_channel,承上題，如有選「其他」，請告訴我們您的想法：.1,val_id_vision,val_id_accountability,val_id_growth,val_id_teamwork,val_id_integrity,val_id_diversity,val_id_wellbeing,val_act_accountability,val_act_growth,val_act_teamwork,val_act_integrity,val_act_diversity,val_act_wellbeing,out_well_exercise,out_well_control,out_well_detach,out_well_overload_help,tch_id_seams,tch_id_sel,tch_id_character,tch_id_pbl,tch_id_ef,tch_act_seams,tch_act_sel,tch_act_character,tch_act_pbl,tch_act_ef,res_help_kcamp,res_help_coach_observation,res_help_line_group,res_help_new_kister_portal,res_help_flavor_handbook,res_freq_coach_observation,res_freq_new_kister_portal,res_freq_line_group,res_freq_flavor_handbook,var_46,res_help_summit_winter,res_help_consensus_camp_summer,res_help_coach_workshop,res_help_cross_school_community,var_51,res_help_consultant_observation,res_help_overseas_visit,res_help_library_portal,res_help_ncdp_platform,res_help_study_buddy,res_help_talk_fb_group,res_help_teaching_guide,res_help_sharestart_handout,res_help_non_cog_module,res_help_meandmine,res_help_pbl_classic,res_help_parent_group,res_freq_ncdp_platform,res_freq_library_portal,res_freq_talk_fb_group,var_67,res_help_idp_o3,res_help_tdp_platform,res_help_external_speaker,res_help_sport_coupon,res_help_trainer_cert,res_help_formal_teacher_path,res_help_star_selection,var_75,res_help_leadership_workshop,res_help_leap_program,res_help_mentor_program,res_help_spts,res_help_leadership_competency,var_81,res_help_onsite_workshop,res_help_orientation_camp,res_help_alignment_meeting,var_85,res_help_coach_workshop_1,res_help_community_feedback,res_help_consulting_1on1,res_help_pro_growth_coupon,res_help_mentor_program_1,res_help_teaching_guide_1,var_92,out_sat_resources_overall,out_school_vision_id,out_school_alignment,out_school_comm,out_role_clarity,out_role_significance,out_resource_avail,out_learning_opp,out_collab_quality,out_collab_smooth,out_voice,out_support_seek,out_rel_meaning,out_feedback_quality,out_recognition,out_care,out_decision_transparency,out_leader_trust,out_psych_safety_leader,out_commitment,out_agility,out_stakeholder_inc,out_innovation,out_fail_punish,out_fail_learn,qual_like,qual_change,qual_better_than_public,qual_worse_than_public,out_meaningful_work,out_growth_sense,out_has_mentor,out_career_opp,out_career_admin,out_career_teach_lead,out_career_lecturer,out_retention_int,out_retention_priority_kist,out_retention_foundation,var_132,out_pride,out_job_satisfaction,qual_sat_reason,out_nps,var_137,var_138,var_139,var_140,var_141,var_142,var_143,var_144,var_145,var_146,var_147,var_148,var_149,var_150,var_151,val_id_vision_num,val_id_accountability_num,val_id_growth_num,val_id_teamwork_num,val_id_integrity_num,val_id_diversity_num,val_id_wellbeing_num,val_act_accountability_num,val_act_growth_num,val_act_teamwork_num,val_act_integrity_num,val_act_diversity_num,val_act_wellbeing_num,out_well_exercise_num,out_well_control_num,out_well_detach_num,out_well_overload_help_num,tch_id_seams_num,tch_id_sel_num,tch_id_character_num,tch_id_pbl_num,tch_id_ef_num,tch_act_seams_num,tch_act_sel_num,tch_act_character_num,tch_act_pbl_num,tch_act_ef_num,res_help_kcamp_num,res_help_coach_observation_num,res_help_line_group_num,res_help_new_kister_portal_num,res_help_flavor_handbook_num,res_freq_coach_observation_num,res_freq_new_kister_portal_num,res_freq_line_group_num,res_freq_flavor_handbook_num,res_help_summit_winter_num,res_help_consensus_camp_summer_num,res_help_coach_workshop_num,res_help_cross_school_community_num,res_help_consultant_observation_num,res_help_overseas_visit_num,res_help_library_portal_num,res_help_ncdp_platform_num,res_help_study_buddy_num,res_help_talk_fb_group_num,res_help_teaching_guide_num,res_help_sharestart_handout_num,res_help_non_cog_module_num,res_help_meandmine_num,res_help_pbl_classic_num,res_help_parent_group_num,res_freq_ncdp_platform_num,res_freq_library_portal_num,res_freq_talk_fb_group_num,res_help_idp_o3_num,res_help_tdp_platform_num,res_help_external_speaker_num,res_help_sport_coupon_num,res_help_trainer_cert_num,res_help_formal_teacher_path_num,res_help_star_selection_num,res_help_leadership_workshop_num,res_help_leap_program_num,res_help_mentor_program_num,res_help_spts_num,res_help_leadership_competency_num,res_help_onsite_workshop_num,res_help_orientation_camp_num,res_help_alignment_meeting_num,res_help_coach_workshop_1_num,res_help_community_feedback_num,res_help_consulting_1on1_num,res_help_pro_growth_coupon_num,res_help_mentor_program_1_num,res_help_teaching_guide_1_num,out_sat_resources_overall_num,out_school_vision_id_num,out_school_alignment_num,out_school_comm_num,out_role_clarity_num,out_role_significance_num,out_resource_avail_num,out_learning_opp_num,out_collab_quality_num,out_collab_smooth_num,out_voice_num,out_support_seek_num,out_rel_meaning_num,out_feedback_quality_num,out_recognition_num,out_care_num,out_decision_transparency_num,out_leader_trust_num,out_psych_safety_leader_num,out_commitment_num,out_agility_num,out_stakeholder_inc_num,out_innovation_num,out_fail_punish_num,out_fail_learn_num,out_meaningful_work_num,out_growth_sense_num,out_has_mentor_num,out_career_opp_num,out_career_admin_num,out_career_teach_lead_num,out_career_lecturer_num,out_retention_int_num,out_retention_priority_kist_num,out_retention_foundation_num,out_pride_num,out_job_satisfaction_num,out_nps_num
0,桃源國小,組長 / 教師（含編制外教學人員）,4.0,2-3 年,,,,,,4,3 - 認同,4 - 非常認同,3 - 認同,4 - 非常認同,4 - 非常認同,3 - 認同,4 - 非常同意,4 - 非常同意,3 - 同意,3 - 同意,4 - 非常同意,2 - 不同意,30~60 分鐘,3 - 同意,4 - 非常同意,3 - 同意,3 - 認同,4 - 非常認同,4 - 非常認同,3 - 認同,2 - 不認同,4 - 非常同意,4 - 非常同意,4 - 非常同意,4 - 非常同意,4 - 非常同意,,,,,,,,,,,3 - 有幫助,4 - 非常有幫助,3 - 有幫助,4 - 非常有幫助,,4 - 非常有幫助,2 - 沒有幫助,3 - 有幫助,3 - 有幫助,3 - 有幫助,2 - 沒有幫助,4 - 非常有幫助,4 - 非常有幫助,3 - 有幫助,3 - 有幫助,3 - 有幫助,2 - 沒有幫助,很少使用（6 個月內 1~2 次）,很少使用（6 個月內 1~2 次）,偶爾使用（6 個月內 3~6 次）,,2 - 沒有幫助,2 - 沒有幫助,3 - 有幫助,3 - 有幫助,3 - 有幫助,4 - 非常有幫助,3 - 有幫助,,,,,,,,,,,,,,,,,,,3,3 - 認同,3,4,3,4,4,3,3,3,4,3,3,4,4,3,4,3,4,3,3,4,4,2,3,多元發展  保持彈性  創新,無,,,4,4,4,4,4,4,4,考慮任職 2 年以上,4,2,講師  學校領導人,4,7,,4,,,,,,2026-02-04 15:32:02,247,2001:b400:e280:93ac:d4b6:777d:ffde:4582,,,,7a8178178f38110fbcda032a643c7e6d,,,,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,2.0,30.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,3.0,4.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,,,,,,,,,,,,,,,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,7.0,4.0
0,拯民國小,組長 / 教師（含編制外教學人員）,0.0,5 年以上,,,,,,4,4 - 非常認同,4 - 非常認同,4 - 非常認同,4 - 非常認同,4 - 非常認同,3 - 認同,4 - 非常同意,4 - 非常同意,4 - 非常同意,4 - 非常同意,4 - 非常同意,4 - 非常同意,30~60 分鐘,3 - 同意,3 - 同意,4 - 非常同意,4 - 非常認同,4 - 非常認同,4 - 非常認同,4 - 非常認同,4 - 非常認同,4 - 非常同意,4 - 非常同意,4 - 非常同意,4 - 非常同意,3 - 同意,,,,,,,,,,,3 - 有幫助,3 - 有幫助,知道但沒有使用過,知道但沒有使用過,,知道但沒有使用過,知道但沒有使用過,3 - 有幫助,3 - 有幫助,知道但沒有使用過,3 - 有幫助,知道但沒有使用過,知道但沒有使用過,3 - 有幫助,4 - 非常有幫助,3 - 有幫助,知道但沒有使用過,很少使用（6 個月內 1~2 次）,很少使用（6 個月內 1~2 次）,很少使用（6 個月內 1~2 次）,,3 - 有幫助,2 - 沒有幫助,3 - 有幫助,3 - 有幫助,知道但沒有使用過,知道但沒有使用過,知道但沒有使用過,,,,,,,,,,,,,,,,,,,3,4 - 非常認同,3,3,4,4,4,4,4,3,3,4,2,3,3,4,4,3,4,4,4,4,4,4,4,共同教學語言/正向支持關係,目前無,,,4,4,4,4,2,2,2,考慮任職 2 年以上,1,3,持續探索KIST的教學模組（與學術理論結合實踐）產出,3,5,,4,,,,,,2026-02-04 15:33:41,322,2001:b400:e309:ced8:3cd8:4801:664:ae4f,,,,76637d39e499aea41e8427d42f3018f4,,,,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,30.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,,,,,,,,,,3.0,3.0,0.1,0.1,0.1,0.1,3.0,3.0,0.1,3.0,0.1,0.1,3.0,4.0,3.0,0.1,2.0,2.0,2.0,3.0,2.0,3.0,3.0,0.1,0.1,0.1,,,,,,,,,,,,,,,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,5.0,4.0
0,峨眉國中,組長 / 教師（含編制外教學人員）,2.0,2-3 年,,,,,,3,3 - 認同,3 - 認同,3 - 認同,3 - 認同,3 - 認同,3 - 認同,3 - 同意,3 - 同意,3 - 同意,3 - 同意,3 - 同意,3 - 同意,30~60 分鐘,3 - 同意,3 - 同意,3 - 同意,3 - 認同,3 - 認同,3 - 認同,3 - 認同,4 - 非常認同,3 - 同意,4 - 非常同意,4 - 非常同意,3 - 同意,4 - 非常同意,,,,,,,,,,,3 - 有幫助,3 - 有幫助,知道但沒有使用過,3 - 有幫助,,知道但沒有使用過,知道但沒有使用過,知道但沒有使用過,3 - 有幫助,知道但沒有使用過,知道但沒有使用過,知道但沒有使用過,知道但沒有使用過,知道但沒有使用過,知道但沒有使用過,知道但沒有使用過,知道但沒有使用過,從沒使用過,從沒使用過,從沒使用過,,3 - 有幫助,3 - 有幫助,3 - 有幫助,4 - 非常有幫助,知道但沒有使用過,4 - 非常有幫助,知道但沒有使用過,,,,,,,,,,,,,,,,,,,3,3 - 認同,4,3,4,3,4,3,3,3,3,4,4,4,3,3,4,3,3,3,3,3,3,3,3,👍,👍,,,4,4,3,3,2,2,2,考慮任職 2 年以上,3,2,🌱,3,8,,3,,,,,,2026-02-04 15:33:57,320,2001:b400:e15a:5921:21c1:50dc:ca4f:4a40,,,,fc420c6ed6eba9bcf36e2fd0da37b38a,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,30.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,,,,,,,,,,3.0,3.0,0.1,3.0,0.1,0.1,0.1,3.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.0,1.0,1.0,3.0,3.0,3.0,4.0,0.1,4.0,0.1,,,,,,,,,,,,,,,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,8.0,3.0
0,富田國小,"組長 / 教師（含編制外教學人員）
校內教練 / 教召",17.0,5 年以上,,,,,,4,4 - 非常認同,4 - 非常認同,4 - 非常認同,3 - 認同,4 - 非常認同,4 - 非常認同,3 - 同意,3 - 同意,3 - 同意,3 - 同意,3 - 同意,4 - 非常同意,120 分鐘以上,3 - 同意,3 - 同意,2 - 不同意,3 - 認同,3 - 認同,3 - 認同,3 - 認同,3 - 認同,3 - 同意,3 - 同意,3 - 同意,3 - 同意,3 - 同意,,,,,,,,,,,3 - 有幫助,3 - 有幫助,知道但沒有使用過,知道但沒有使用過,,4 - 非常有幫助,知道但沒有使用過,知道但沒有使用過,知道但沒有使用過,知道但沒有使用過,知道但沒有使用過,知道但沒有使用過,知道但沒有使用過,知道但沒有使用過,知道但沒有使用過,知道但沒有使用過,知道但沒有使用過,很少使用（6 個月內 1~2 次）,從沒使用過,從沒使用過,,知道但沒有使用過,知道但沒有使用過,知道但沒有使用過,知道但沒有使用過,知道但沒有使用過,知道但沒有使用過,知道但沒有使用過,,,,,,,,,,,,3 - 有幫助,知道但沒有使用過,知道但沒有使用過,知道但沒有使用過,3 - 有幫助,知道但沒有使用過,,4,3 - 認同,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,3,3,4,1,3,成長型思維,對,,,4,4,2,2,1,3,2,考慮 1 - 2 年內持續任職,1,1,持續,4,9,,3,,,,,,2026-02-04 15:34:01,320,2001:b400:e738:825:6d24:c44f:cf10:8944,,,,6994467a1c3e7bbd794a7569af923963,,,,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,,,,,,3.0,3.0,0.1,0.1,4.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.0,1.0,1.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,,,,,,,,3.0,0.1,0.1,0.1,3.0,0.1,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,1.0,3.0,4.0,4.0,2.0,2.0,1.0,3.0,2.0,1.5,1.0,1.0,4.0,9.0,3.0
0,宜梧國中,組長 / 教師（含編制外教學人員）,8.0,1 年以下,轉型前便服務於這所學校,,,"1. KIST 線上活動 / 工作坊
2. 方大哥 / 李老師 / 柱督 / 校長專訪或演講
3. 參訪 KIST 學校
4. 友好組織分享（TFT、均一、政大實驗教育中心...）
5. 誠致官方網站
6. KIST 夥伴介紹
7. 【KIST 教育實驗室】Facebook
8. 【KIST 教育實驗室】Instagram
9. 親友介紹（非 KIST 夥伴，如大學教授、過往的同事...）
10. 媒體報導
11. 縣市政府活動",,3,3 - 認同,3 - 認同,4 - 非常認同,4 - 非常認同,3 - 認同,3 - 認同,3 - 同意,3 - 同意,3 - 同意,4 - 非常同意,3 - 同意,3 - 同意,120 分鐘以上,3 - 同意,2 - 不同意,3 - 同意,3 - 認同,3 - 認同,3 - 認同,3 - 認同,4 - 非常認同,2 - 不同意,3 - 同意,3 - 同意,3 - 同意,3 - 同意,3 - 有幫助,3 - 有幫助,3 - 有幫助,3 - 有幫助,1 - 完全沒有幫助,很少使用（6 個月內 1~2 次）,很少使用（6 個月內 1~2 次）,很少使用（6 個月內 1~2 次）,很少使用（6 個月內 1~2 次）,,3 - 有幫助,3 - 有幫助,2 - 沒有幫助,2 - 沒有幫助,,3 - 有幫助,知道但沒有使用過,我不知道這個資源,我不知道這個資源,3 - 有幫助,3 - 有幫助,我不知道這個資源,知道但沒有使用過,知道但沒有使用過,我不知道這個資源,知道但沒有使用過,我不知道這個資源,很少使用（6 個月內 1~2 次）,從沒使用過,從沒使用過,,我不知道這個資源,我不知道這個資源,我不知道這個資源,我不知道這個資源,我不知道這個資源,知道但沒有使用過,知道但沒有使用過,,,,,,,,4 - 非常有幫助,3 - 有幫助,3 - 有幫助,,,,,,,,,4,3 - 認同,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,3,4,1,3,大家團隊合作,事情不要這麼多,嗯,某領域沒在運作,4,4,4,3,3,3,3,考慮 1 - 2 年內持續任職,2,3,還在想,3,6,,2,,,團結,,,2026-02-04 15:34:06,380,2001:b400:e15b:7fb2:397c:4483:dad6:d188,,,,1859581f591ff19831e8ee797a37eac6,,,,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,0.1,0.0,0.0,3.0,3.0,0.0,0.1,0.1,0.0,0.1,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,,,,,,4.0,3.0,3.0,,,,,,,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,1.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,1.5,2.0,3.0,3.0,6.0,2.0
0,桃源國小,校長 / 主任,2.0,1-2 年,,,,,,4,4 - 非常認同,4 - 非常認同,4 - 非常認同,4 - 非常認同,4 - 非常認同,3 - 認同,3 - 同意,4 - 非常同意,3 - 同意,4 - 非常同意,3 - 同意,2 - 不同意,60~120 分鐘,3 - 同意,4 - 非常同意,3 - 同意,4 - 非常認同,3 - 認同,3 - 認同,4 - 非常認同,2 - 不認同,4 - 非常同意,3 - 同意,3 - 同意,3 - 同意,1 - 非常不同意,,,,,,,,,,,3 - 有幫助,3 - 有幫助,4 - 非常有幫助,1 - 完全沒有幫助,,3 - 有幫助,知道但沒有使用過,3 - 有幫助,3 - 有幫助,2 - 沒有幫助,1 - 完全沒有幫助,3 - 有幫助,知道但沒有使用過,知道但沒有使用過,知道但沒有使用過,3 - 有幫助,知道但沒有使用過,很少使用（6 個月內 1~2 次）,偶爾使用（6 個月內 3~6 次）,從沒使用過,,3 - 有幫助,知道但沒有使用過,3 - 有幫助,4 - 非常有幫助,3 - 有幫助,知道但沒有使用過,知道但沒有使用過,,4 - 非常有幫助,3 - 有幫助,4 - 非常有幫助,4 - 非常有幫助,3 - 有幫助,,,,,,,,,,,,,3,3 - 認同,4,3,4,4,3,4,2,2,3,3,2,3,1,2,3,3,4,4,4,3,4,4,3,打群架,"健康幸福提升
薪資福利提升",,,4,3,4,2,4,3,4,考慮任職 2 年以上,3,4,發展成領導人,4,8,,4,,,,行政流程 ,,2026-02-04 15:34:09,329,2402:7500:577:e378::2aad:e7a7,,,,fb1125c004ab465054148e5c034da558,,,,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,60.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,1.0,,,,,,,,,,3.0,3.0,4.0,1.0,3.0,0.1,3.0,3.0,2.0,1.0,3.0,0.1,0.1,0.1,3.0,0.1,2.0,3.0,1.0,3.0,0.1,3.0,4.0,3.0,0.1,0.1,4.0,3.0,4.0,4.0,3.0,,,,,,,,,,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,2.0,2.0,3.0,3.0,2.0,3.0,1.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,2.0,4.0,3.0,4.0,2.0,3.0,4.0,4.0,8.0,4.0
0,仙草實小,校長 / 主任,16.0,3-5 年,,,,,,4,4 - 非常認同,4 - 非常認同,4 - 非常認同,4 - 非常認同,4 - 非常認同,4 - 非常認同,4 - 非常同意,4 - 非常同意,4 - 非常同意,4 - 非常同意,4 - 非常同意,4 - 非常同意,30~60 分鐘,3 - 同意,3 - 同意,3 - 同意,4 - 非常認同,4 - 非常認同,4 - 非常認同,4 - 非常認同,4 - 非常認同,4 - 非常同意,4 - 非常同意,4 - 非常同意,4 - 非常同意,4 - 非常同意,,,,,,,,,,,4 - 非常有幫助,4 - 非常有幫助,4 - 非常有幫助,3 - 有幫助,,4 - 非常有幫助,知道但沒有使用過,4 - 非常有幫助,4 - 非常有幫助,4 - 非常有幫助,3 - 有幫助,知道但沒有使用過,知道但沒有使用過,4 - 非常有幫助,4 - 非常有幫助,3 - 有幫助,3 - 有幫助,經常使用（6 個月內 7 次以上）,經常使用（6 個月內 7 次以上）,偶爾使用（6 個月內 3~6 次）,,知道但沒有使用過,3 - 有幫助,4 - 非常有幫助,3 - 有幫助,3 - 有幫助,知道但沒有使用過,3 - 有幫助,,4 - 非常有幫助,3 - 有幫助,3 - 有幫助,3 - 有幫助,3 - 有幫助,,,,,,,,,,,,,4,4 - 非常認同,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,大家持續成長,用愛心說真話，彼此共同支持,,,4,4,4,4,4,4,4,考慮任職 2 年以上,4,4,持續發揮影響力,4,10,,4,,,,,大家一起為台灣教育努力的感覺真好,2026-02-04 15:34:32,400,211.22.7.170,,,,1976be113e42e650fb95b3d81c323fd1,,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,30.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,4.0,4.0,4.0,3.0,4.0,0.1,4.0,4.0,4.0,3.0,0.1,0.1,4.0,4.0,3.0,3.0,4.0,4.0,3.0,0.1,3.0,4.0,3.0,3.0,0.1,3.0,4.0,3.0,3.0,3.0,3.0,,,,,,,,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,10.0,4.0
0,樟湖生態國中小,組長 / 教師（含編制外教學人員）,0.0,3-5 年,,,,,,4,3 - 認同,3 - 認同,3 - 認同,4 - 非常認同,3 - 認同,4 - 非常認同,3 - 同意,3 - 同意,3 - 同意,3 - 同意,3 - 同意,3 - 同意,120 分鐘以上,4 - 非常同意,4 - 非常同意,3 - 同意,3 - 認同,4 - 非常認同,3 - 認同,3 - 認同,3 - 認同,3 - 同意,3 - 同意,3 - 同意,3 - 同意,3 - 同意,,,,,,,,,,,3 - 有幫助,3 - 有幫助,3 - 有幫助,3 - 有幫助,,3 - 有幫助,3 - 有幫助,4 - 非常有幫助,3 - 有幫助,3 - 有幫助,3 - 有幫助,3 - 有幫助,3 - 有幫助,4 - 非常有幫助,3 - 有幫助,知道但沒有使用過,知道但沒有使用過,從沒使用過,偶爾使用（6 個月內 3~6 次）,很少使用（6 個月內 1~2 次）,,3 - 有幫助,知道但沒有使用過,3 - 有幫助,4 - 非常有幫助,4 - 非常有幫助,4 - 非常有幫助,4 - 非常有幫助,,,,,,,,,,,,,,,,,,,4,3 - 認同,3,3,3,3,3,3,2,2,2,2,2,3,4,4,4,3,4,3,3,3,2,2,4,有活力,有效率,,,4,3,3,3,2,3,3,考慮 1 - 2 年內持續任職,4,4,目前沒有,4,7,還在體會,3,,,,一些活動的必要性,,2026-02-04 15:34:33,382,42.78.38.20,,,,3c39798d296eb7c82bca93c72eedb954,,,,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,0.1,0.1,1.0,3.0,2.0,3.0,0.1,3.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,1.5,4.0,4.0,4.0,7.0,3.0
0,樟湖生態國中小,組長 / 教師（含編制外教學人員）,10.0,2-3 年,,,,,,4,4 - 非常認同,4 - 非常認同,4 - 非常認同,4 - 非常認同,4 - 非常認同,4 - 非常認同,4 - 非常同意,4 - 非常同意,3 - 同意,4 - 非常同意,3 - 同意,3 - 同意,60~120 分鐘,3 - 同意,4 - 非常同意,3 - 同意,我不理解這項 KIST 教學特色,4 - 非常認同,4 - 非常認同,4 - 非常認同,3 - 認同,我不理解這項 KIST 教學特色,4 - 非常同意,4 - 非常同意,4 - 非常同意,3 - 同意,,,,,,,,,,,4 - 非常有幫助,4 - 非常有幫助,知道但沒有使用過,知道但沒有使用過,職涯發展，空缺訊息,知道但沒有使用過,知道但沒有使用過,3 - 有幫助,3 - 有幫助,知道但沒有使用過,3 - 有幫助,知道但沒有使用過,知道但沒有使用過,知道但沒有使用過,知道但沒有使用過,3 - 有幫助,知道但沒有使用過,偶爾使用（6 個月內 3~6 次）,偶爾使用（6 個月內 3~6 次）,經常使用（6 個月內 7 次以上）,,4 - 非常有幫助,知道但沒有使用過,3 - 有幫助,知道但沒有使用過,知道但沒有使用過,知道但沒有使用過,3 - 有幫助,,,,,,,,,,,,,,,,,,,4,4 - 非常認同,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,跟學生的關係平等,發揮學校特色,,,4,4,2,2,2,1,2,考慮 1 年內持續任職,4,2,留在現場,4,9,喜歡目前學校氛圍與跟學生關係,4,更多的海外交流,更多指標,海外交流機會,過多的外國理念直接落地台灣而失去在地特色,,2026-02-04 15:34:46,372,2001:b400:e29f:8490:7c25:f764:24b:603e,,,,b08ee957aee98cb2772d1aa4056e5e8b,,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,60.0,3.0,4.0,3.0,0.0,4.0,4.0,4.0,3.0,0.0,4.0,4.0,4.0,3.0,,,,,,,,,,4.0,4.0,0.1,0.1,0.1,0.1,3.0,3.0,0.1,3.0,0.1,0.1,0.1,0.1,3.0,0.1,3.0,3.0,4.0,4.0,0.1,3.0,0.1,0.1,0.1,3.0,,,,,,,,,,,,,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,2.0,0.5,4.0,2.0,4.0,9.0,4.0
